15_1-SD-1X,LQC,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,0.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,0.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,0.375,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,0.625,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,0.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,0.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,1.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,1.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,1.375,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,1.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,1.625,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,1.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,1.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,2.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,2.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,2.375,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,2.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,2.625,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,2.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,2.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,3.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,3.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,3.375,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,3.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,3.625,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,3.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,3.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,4.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,4.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,4.375,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,4.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,4.625,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,4.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,4.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15_1-SD-1X,LQC,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
